,district,cell,household_head,find_hh,consent1,children_in_hh,hhmembers,name_hh_member,relation_to_hh_head,gender_hh_member,age_hh_member
777,district A,cell_3,francene,1,1.0,1.0,4.0,francene,1.0,1.0,44.0
778,district A,cell_3,francene,1,1.0,1.0,4.0,joetta,3.0,1.0,12.0
779,district A,cell_3,francene,1,1.0,1.0,4.0,marla,3.0,1.0,10.0
780,district A,cell_3,francene,1,1.0,1.0,4.0,lalage,5.0,1.0,3.0
781,district A,cell_2,ermintrude,1,1.0,1.0,7.0,jonas (2),3.0,0.0,18.0
782,district A,cell_2,ermintrude,1,1.0,1.0,7.0,juste,3.0,0.0,15.0
783,district A,cell_2,ermintrude,1,1.0,1.0,7.0,osborn,3.0,0.0,13.0
784,district A,cell_2,ermintrude,1,1.0,1.0,7.0,pierre,3.0,0.0,10.0
785,district A,cell_2,ermintrude,1,1.0,1.0,7.0,preston,3.0,0.0,4.0
786,district A,cell_2,ermintrude,1,1.0,1.0,7.0,ermintrude,1.0,1.0,45.0
787,district A,cell_2,ermintrude,1,1.0,1.0,7.0,beulah,5.0,1.0,3.0
788,district A,cell_3,rowland,1,1.0,1.0,4.0,rowland,1.0,0.0,37.0
789,district A,cell_3,rowland,1,1.0,1.0,4.0,troy,3.0,0.0,10.0
790,district A,cell_3,rowland,1,1.0,1.0,4.0,nyah,2.0,1.0,38.0
791,district A,cell_3,rowland,1,1.0,1.0,4.0,zilpah,3.0,1.0,3.0
792,district A,cell_1,xylia,1,1.0,1.0,3.0,val�re,3.0,0.0,10.0
793,district A,cell_1,xylia,1,1.0,1.0,3.0,zechariah,3.0,0.0,1.0
794,district A,cell_1,xylia,1,1.0,1.0,3.0,xylia,1.0,1.0,43.0
795,district A,cell_2,nigelia,1,1.0,1.0,4.0,alvin,3.0,0.0,13.0
796,district A,cell_2,nigelia,1,1.0,1.0,4.0,austin,3.0,0.0,5.0
797,district A,cell_2,nigelia,1,1.0,1.0,4.0,baptiste,3.0,0.0,0.0
798,district A,cell_2,nigelia,1,1.0,1.0,4.0,nigelia,1.0,1.0,37.0
799,district A,cell_1,ghislain,1,1.0,1.0,10.0,bevis,3.0,0.0,3.0
800,district A,cell_1,ghislain,1,1.0,1.0,10.0,ghislain,1.0,0.0,75.0
801,district A,cell_1,ghislain,1,1.0,1.0,10.0,gilles,3.0,0.0,18.0
802,district A,cell_1,ghislain,1,1.0,1.0,10.0,godelieve,3.0,0.0,17.0
803,district A,cell_1,ghislain,1,1.0,1.0,10.0,greg,3.0,0.0,13.0
804,district A,cell_1,ghislain,1,1.0,1.0,10.0,headley,3.0,0.0,11.0
805,district A,cell_1,ghislain,1,1.0,1.0,10.0,jehu,3.0,0.0,6.0
806,district A,cell_1,ghislain,1,1.0,1.0,10.0,moriah,2.0,1.0,41.0
807,district A,cell_1,ghislain,1,1.0,1.0,10.0,wendi,3.0,1.0,21.0
808,district A,cell_1,ghislain,1,1.0,1.0,10.0,dianna,3.0,1.0,15.0
809,district A,cell_2,sidony,1,1.0,1.0,5.0,sidony,1.0,1.0,69.0
810,district A,cell_2,sidony,1,1.0,1.0,5.0,atarah,3.0,1.0,32.0
811,district A,cell_2,sidony,1,1.0,1.0,5.0,carlyn,5.0,1.0,9.0
812,district A,cell_2,sidony,1,1.0,1.0,5.0,luanne,5.0,1.0,6.0
813,district A,cell_2,sidony,1,1.0,1.0,5.0,caris,5.0,1.0,3.0
814,district A,cell_2,lenore,1,1.0,1.0,5.0,judah,3.0,0.0,10.0
815,district A,cell_2,lenore,1,1.0,1.0,5.0,judd,3.0,0.0,8.0
816,district A,cell_2,lenore,1,1.0,1.0,5.0,lenore,1.0,1.0,52.0
817,district A,cell_2,lenore,1,1.0,1.0,5.0,tempest,3.0,1.0,19.0
818,district A,cell_2,lenore,1,1.0,1.0,5.0,merideth,5.0,1.0,1.0
819,district A,cell_2,fleur,1,1.0,1.0,5.0,merv,3.0,0.0,17.0
820,district A,cell_2,fleur,1,1.0,1.0,5.0,percy,3.0,0.0,2.0
821,district A,cell_2,fleur,1,1.0,1.0,5.0,fleur,1.0,1.0,41.0
822,district A,cell_2,fleur,1,1.0,1.0,5.0,blanch,3.0,1.0,7.0
823,district A,cell_2,fleur,1,1.0,1.0,5.0,korrine,3.0,1.0,5.0
824,district A,cell_3,phinehas,1,1.0,1.0,3.0,phinehas,1.0,0.0,33.0
825,district A,cell_3,phinehas,1,1.0,1.0,3.0,tony,3.0,0.0,3.0
826,district A,cell_3,phinehas,1,1.0,1.0,3.0,love,2.0,1.0,27.0
827,district A,cell_3,alwyn,1,1.0,1.0,10.0,wilbur,3.0,0.0,0.0
828,district A,cell_3,alwyn,1,1.0,1.0,10.0,alwyn,1.0,0.0,61.0
829,district A,cell_3,alwyn,1,1.0,1.0,10.0,blaise,3.0,0.0,26.0
830,district A,cell_3,alwyn,1,1.0,1.0,10.0,brett,3.0,0.0,19.0
831,district A,cell_3,alwyn,1,1.0,1.0,10.0,cliff,3.0,0.0,17.0
832,district A,cell_3,alwyn,1,1.0,1.0,10.0,colbert,3.0,0.0,3.0
833,district A,cell_3,alwyn,1,1.0,1.0,10.0,clarisse,2.0,1.0,40.0
834,district A,cell_3,alwyn,1,1.0,1.0,10.0,pamila,3.0,1.0,15.0
835,district A,cell_3,alwyn,1,1.0,1.0,10.0,kaye,3.0,1.0,12.0
836,district A,cell_3,alwyn,1,1.0,1.0,10.0,sabina,3.0,1.0,12.0
837,district A,cell_3,linton,1,1.0,1.0,7.0,linton,1.0,0.0,45.0
838,district A,cell_3,linton,1,1.0,1.0,7.0,linwood,3.0,0.0,21.0
839,district A,cell_3,linton,1,1.0,1.0,7.0,lorrin,3.0,0.0,10.0
840,district A,cell_3,linton,1,1.0,1.0,7.0,rubye,2.0,1.0,38.0
841,district A,cell_3,linton,1,1.0,1.0,7.0,audrey,3.0,1.0,19.0
842,district A,cell_3,linton,1,1.0,1.0,7.0,jaquelyn,3.0,1.0,13.0
843,district A,cell_3,linton,1,1.0,1.0,7.0,xaviera,3.0,1.0,0.0
844,district A,cell_1,della,1,1.0,1.0,4.0,donatien,5.0,0.0,3.0
845,district A,cell_1,della,1,1.0,1.0,4.0,della,1.0,1.0,73.0
846,district A,cell_1,della,1,1.0,1.0,4.0,jacquetta,3.0,1.0,31.0
847,district A,cell_1,della,1,1.0,1.0,4.0,adelia,5.0,1.0,10.0
848,district A,cell_2,elmira,1,1.0,1.0,7.0,lovell,3.0,0.0,18.0
849,district A,cell_2,elmira,1,1.0,1.0,7.0,noble,3.0,0.0,6.0
850,district A,cell_2,elmira,1,1.0,1.0,7.0,onesiphorus,3.0,0.0,4.0
851,district A,cell_2,elmira,1,1.0,1.0,7.0,elmira,1.0,1.0,44.0
852,district A,cell_2,elmira,1,1.0,1.0,7.0,rayna (1),3.0,1.0,18.0
853,district A,cell_2,elmira,1,1.0,1.0,7.0,dulcibella,3.0,1.0,12.0
854,district A,cell_2,elmira,1,1.0,1.0,7.0,kristy,5.0,1.0,0.0
855,district A,cell_2,redd,1,1.0,1.0,5.0,redd,1.0,0.0,33.0
856,district A,cell_2,redd,1,1.0,1.0,5.0,tobias,3.0,0.0,1.0
857,district A,cell_2,redd,1,1.0,1.0,5.0,veronica,2.0,1.0,31.0
858,district A,cell_2,redd,1,1.0,1.0,5.0,adrienne,3.0,1.0,6.0
859,district A,cell_2,redd,1,1.0,1.0,5.0,aveline,3.0,1.0,4.0
860,district A,cell_2,darcey,1,1.0,1.0,3.0,trenton,3.0,0.0,10.0
861,district A,cell_2,darcey,1,1.0,1.0,3.0,darcey,1.0,1.0,30.0
862,district A,cell_2,darcey,1,1.0,1.0,3.0,belle,3.0,1.0,3.0
863,district A,cell_3,marilyn,1,1.0,1.0,12.0,cuthbert,3.0,0.0,3.0
864,district A,cell_3,marilyn,1,1.0,1.0,12.0,david,3.0,0.0,0.0
865,district A,cell_3,marilyn,1,1.0,1.0,12.0,deandre,3.0,0.0,12.0
866,district A,cell_3,marilyn,1,1.0,1.0,12.0,enoch,3.0,0.0,10.0
867,district A,cell_3,marilyn,1,1.0,1.0,12.0,ishmerai,13.0,0.0,4.0
868,district A,cell_3,marilyn,1,1.0,1.0,12.0,eleonor,13.0,1.0,4.0
869,district A,cell_3,marilyn,1,1.0,1.0,12.0,marilyn,1.0,1.0,38.0
870,district A,cell_3,marilyn,1,1.0,1.0,12.0,joanna,8.0,1.0,29.0
871,district A,cell_3,marilyn,1,1.0,1.0,12.0,kristi,8.0,1.0,24.0
872,district A,cell_3,marilyn,1,1.0,1.0,12.0,albertine,8.0,1.0,24.0
873,district A,cell_3,marilyn,1,1.0,1.0,12.0,dorinda,8.0,1.0,23.0
874,district A,cell_3,marilyn,1,1.0,1.0,12.0,charlotte,13.0,1.0,4.0
875,district A,cell_2,jacob,1,1.0,1.0,9.0,jacob,1.0,0.0,52.0
876,district A,cell_2,jacob,1,1.0,1.0,9.0,jubal,3.0,0.0,12.0
877,district A,cell_2,jacob,1,1.0,1.0,9.0,kade,3.0,0.0,8.0
878,district A,cell_2,jacob,1,1.0,1.0,9.0,kgosi,3.0,0.0,5.0
879,district A,cell_2,jacob,1,1.0,1.0,9.0,maximillian,3.0,0.0,0.0
880,district A,cell_2,jacob,1,1.0,1.0,9.0,sela,2.0,1.0,36.0
881,district A,cell_2,jacob,1,1.0,1.0,9.0,michayla,3.0,1.0,15.0
882,district A,cell_2,jacob,1,1.0,1.0,9.0,sandie,3.0,1.0,10.0
883,district A,cell_2,jacob,1,1.0,1.0,9.0,susanna,3.0,1.0,3.0
884,district A,cell_1,earnestine,1,1.0,1.0,4.0,otieno,3.0,0.0,8.0
885,district A,cell_1,earnestine,1,1.0,1.0,4.0,ren_,3.0,0.0,2.0
886,district A,cell_1,earnestine,1,1.0,1.0,4.0,earnestine,1.0,1.0,36.0
887,district A,cell_1,earnestine,1,1.0,1.0,4.0,amice,3.0,1.0,10.0
888,district A,cell_2,davin,1,1.0,1.0,6.0,davin,1.0,0.0,61.0
889,district A,cell_2,davin,1,1.0,1.0,6.0,kolleen,2.0,1.0,60.0
890,district A,cell_2,davin,1,1.0,1.0,6.0,rosannah,3.0,1.0,38.0
891,district A,cell_2,davin,1,1.0,1.0,6.0,elfrida,5.0,1.0,16.0
892,district A,cell_2,davin,1,1.0,1.0,6.0,jerri,5.0,1.0,4.0
893,district A,cell_2,davin,1,1.0,1.0,6.0,paget,5.0,1.0,1.0
894,district A,cell_2,den,1,1.0,1.0,6.0,den,1.0,0.0,46.0
895,district A,cell_2,den,1,1.0,1.0,6.0,paki,3.0,0.0,18.0
896,district A,cell_2,den,1,1.0,1.0,6.0,quincy,3.0,0.0,13.0
897,district A,cell_2,den,1,1.0,1.0,6.0,evie,2.0,1.0,48.0
898,district A,cell_2,den,1,1.0,1.0,6.0,cass,3.0,1.0,10.0
899,district A,cell_2,den,1,1.0,1.0,6.0,clarissa,3.0,1.0,3.0
900,district A,cell_2,red,1,1.0,1.0,6.0,red,1.0,0.0,66.0
901,district A,cell_2,red,1,1.0,1.0,6.0,rick,3.0,0.0,11.0
902,district A,cell_2,red,1,1.0,1.0,6.0,shiloh,3.0,0.0,3.0
903,district A,cell_2,red,1,1.0,1.0,6.0,bethel,2.0,1.0,39.0
904,district A,cell_2,red,1,1.0,1.0,6.0,kamryn,4.0,1.0,25.0
905,district A,cell_2,red,1,1.0,1.0,6.0,lyndi,3.0,1.0,8.0
906,district A,cell_3,masego,1,1.0,1.0,4.0,braiden,3.0,0.0,8.0
907,district A,cell_3,masego,1,1.0,1.0,4.0,cyril,3.0,0.0,3.0
908,district A,cell_3,masego,1,1.0,1.0,4.0,masego,1.0,1.0,40.0
909,district A,cell_3,masego,1,1.0,1.0,4.0,carine,3.0,1.0,6.0
910,district A,cell_3,lowell,1,1.0,1.0,4.0,lowell,1.0,0.0,83.0
911,district A,cell_3,lowell,1,1.0,1.0,4.0,belinda,2.0,1.0,29.0
912,district A,cell_3,lowell,1,1.0,1.0,4.0,marilene,3.0,1.0,7.0
913,district A,cell_3,lowell,1,1.0,1.0,4.0,sophronia,3.0,1.0,3.0
914,district A,cell_3,emerald,1,1.0,1.0,5.0,othniel,5.0,0.0,18.0
915,district A,cell_3,emerald,1,1.0,1.0,5.0,rob,5.0,0.0,3.0
916,district A,cell_3,emerald,1,1.0,1.0,5.0,emerald,1.0,1.0,76.0
917,district A,cell_3,emerald,1,1.0,1.0,5.0,linette,5.0,1.0,21.0
918,district A,cell_3,emerald,1,1.0,1.0,5.0,louiza,5.0,1.0,10.0
919,district A,cell_2,charis,1,1.0,1.0,4.0,sylvain,5.0,0.0,2.0
920,district A,cell_2,charis,1,1.0,1.0,4.0,tylar,5.0,0.0,2.0
921,district A,cell_2,charis,1,1.0,1.0,4.0,charis,1.0,1.0,58.0
922,district A,cell_2,charis,1,1.0,1.0,4.0,sidonie,3.0,1.0,24.0
923,district A,cell_1,jacaline,1,1.0,1.0,2.0,cecil,5.0,0.0,1.0
924,district A,cell_1,jacaline,1,1.0,1.0,2.0,jacaline,1.0,1.0,56.0
925,district A,cell_3,l_onne,1,1.0,1.0,5.0,deforrest,3.0,0.0,19.0
926,district A,cell_3,l_onne,1,1.0,1.0,5.0,denton,3.0,0.0,10.0
927,district A,cell_3,l_onne,1,1.0,1.0,5.0,l_onne,1.0,1.0,36.0
928,district A,cell_3,l_onne,1,1.0,1.0,5.0,linnette,3.0,1.0,17.0
929,district A,cell_3,l_onne,1,1.0,1.0,5.0,anemone,5.0,1.0,0.0
930,district A,cell_2,dillon,1,1.0,1.0,3.0,dillon,1.0,0.0,29.0
931,district A,cell_2,dillon,1,1.0,1.0,3.0,grosvenor,3.0,0.0,0.0
932,district A,cell_2,dillon,1,1.0,1.0,3.0,evalyn,2.0,1.0,20.0
933,district A,cell_3,israel,1,1.0,1.0,3.0,israel,1.0,0.0,31.0
934,district A,cell_3,israel,1,1.0,1.0,3.0,jem,3.0,0.0,2.0
935,district A,cell_3,israel,1,1.0,1.0,3.0,no_mie,2.0,1.0,30.0
936,district A,cell_2,nannie,1,1.0,1.0,4.0,bob,3.0,0.0,18.0
937,district A,cell_2,nannie,1,1.0,1.0,4.0,dean,5.0,0.0,11.0
938,district A,cell_2,nannie,1,1.0,1.0,4.0,haywood,5.0,0.0,2.0
939,district A,cell_2,nannie,1,1.0,1.0,4.0,nannie,1.0,1.0,63.0
940,district A,cell_2,b_atrice,1,1.0,1.0,6.0,jarvis,3.0,0.0,27.0
941,district A,cell_2,b_atrice,1,1.0,1.0,6.0,jaymes,5.0,0.0,8.0
942,district A,cell_2,b_atrice,1,1.0,1.0,6.0,b_atrice,1.0,1.0,59.0
943,district A,cell_2,b_atrice,1,1.0,1.0,6.0,adela,3.0,1.0,28.0
944,district A,cell_2,b_atrice,1,1.0,1.0,6.0,jakki,3.0,1.0,25.0
945,district A,cell_2,b_atrice,1,1.0,1.0,6.0,pen,5.0,1.0,3.0
946,district A,cell_2,osbert,1,1.0,1.0,5.0,osbert,1.0,0.0,83.0
947,district A,cell_2,osbert,1,1.0,1.0,5.0,paschal,5.0,0.0,12.0
948,district A,cell_2,osbert,1,1.0,1.0,5.0,solomon,13.0,0.0,3.0
949,district A,cell_2,osbert,1,1.0,1.0,5.0,joye,2.0,1.0,64.0
950,district A,cell_2,osbert,1,1.0,1.0,5.0,reine,5.0,1.0,8.0
951,district A,cell_2,deforest,1,1.0,1.0,4.0,deforest,1.0,0.0,60.0
952,district A,cell_2,deforest,1,1.0,1.0,4.0,deven,3.0,0.0,1.0
953,district A,cell_2,deforest,1,1.0,1.0,4.0,normina,2.0,1.0,24.0
954,district A,cell_2,deforest,1,1.0,1.0,4.0,abby,4.0,1.0,6.0
955,district A,cell_1,eleazar,1,1.0,1.0,7.0,eleazar,1.0,0.0,45.0
956,district A,cell_1,eleazar,1,1.0,1.0,7.0,hedley,3.0,0.0,2.0
957,district A,cell_1,eleazar,1,1.0,1.0,7.0,camryn,2.0,1.0,40.0
958,district A,cell_1,eleazar,1,1.0,1.0,7.0,jodie,3.0,1.0,15.0
959,district A,cell_1,eleazar,1,1.0,1.0,7.0,jaynie,3.0,1.0,11.0
960,district A,cell_1,eleazar,1,1.0,1.0,7.0,mignon,3.0,1.0,9.0
961,district A,cell_1,eleazar,1,1.0,1.0,7.0,phillis,3.0,1.0,5.0
962,district A,cell_1,ros,1,1.0,1.0,3.0,ros,1.0,1.0,25.0
963,district A,cell_1,ros,1,1.0,1.0,3.0,letha,3.0,1.0,3.0
964,district A,cell_1,ros,1,1.0,1.0,3.0,andr_e,3.0,1.0,1.0
965,district A,cell_2,martin,1,1.0,1.0,6.0,martin,1.0,0.0,43.0
966,district A,cell_2,martin,1,1.0,1.0,6.0,norris,3.0,0.0,17.0
967,district A,cell_2,martin,1,1.0,1.0,6.0,eveleen,2.0,1.0,43.0
968,district A,cell_2,martin,1,1.0,1.0,6.0,zola,3.0,1.0,10.0
969,district A,cell_2,martin,1,1.0,1.0,6.0,aim_e,3.0,1.0,6.0
970,district A,cell_2,martin,1,1.0,1.0,6.0,burgundy,3.0,1.0,2.0
971,district A,cell_2,kemp,1,1.0,1.0,6.0,kemp,1.0,0.0,59.0
972,district A,cell_2,kemp,1,1.0,1.0,6.0,kibwe,4.0,0.0,8.0
973,district A,cell_2,kemp,1,1.0,1.0,6.0,nelson,3.0,0.0,4.0
974,district A,cell_2,kemp,1,1.0,1.0,6.0,shanene,2.0,1.0,40.0
975,district A,cell_2,kemp,1,1.0,1.0,6.0,sherisse,4.0,1.0,20.0
976,district A,cell_2,kemp,1,1.0,1.0,6.0,earline,3.0,1.0,1.0
977,district A,cell_2,raymund,1,1.0,1.0,7.0,raymund,1.0,0.0,48.0
978,district A,cell_2,raymund,1,1.0,1.0,7.0,rollo,3.0,0.0,12.0
979,district A,cell_2,raymund,1,1.0,1.0,7.0,sylvestre,3.0,0.0,9.0
980,district A,cell_2,raymund,1,1.0,1.0,7.0,fawn,2.0,1.0,42.0
981,district A,cell_2,raymund,1,1.0,1.0,7.0,maud,3.0,1.0,13.0
982,district A,cell_2,raymund,1,1.0,1.0,7.0,bernice,3.0,1.0,6.0
983,district A,cell_2,raymund,1,1.0,1.0,7.0,pleasance,3.0,1.0,1.0
984,district A,cell_3,tel,1,1.0,1.0,4.0,tel,1.0,0.0,38.0
985,district A,cell_3,tel,1,1.0,1.0,4.0,alan,3.0,0.0,5.0
986,district A,cell_3,tel,1,1.0,1.0,4.0,aureole,2.0,1.0,33.0
987,district A,cell_3,tel,1,1.0,1.0,4.0,calanthe,3.0,1.0,1.0
988,district A,cell_2,brant,1,1.0,1.0,4.0,brant,1.0,0.0,37.0
989,district A,cell_2,brant,1,1.0,1.0,4.0,deshawn,3.0,0.0,1.0
990,district A,cell_2,brant,1,1.0,1.0,4.0,corine,2.0,1.0,28.0
991,district A,cell_2,brant,1,1.0,1.0,4.0,rheanna,3.0,1.0,6.0
992,district A,cell_1,sindy,1,1.0,1.0,7.0,diggory,3.0,0.0,15.0
993,district A,cell_1,sindy,1,1.0,1.0,7.0,elihu,3.0,0.0,13.0
994,district A,cell_1,sindy,1,1.0,1.0,7.0,sindy,1.0,1.0,37.0
995,district A,cell_1,sindy,1,1.0,1.0,7.0,calanthia,3.0,1.0,17.0
996,district A,cell_1,sindy,1,1.0,1.0,7.0,cyrilla,3.0,1.0,9.0
997,district A,cell_1,sindy,1,1.0,1.0,7.0,sorrel,3.0,1.0,5.0
998,district A,cell_1,sindy,1,1.0,1.0,7.0,tera,3.0,1.0,3.0
999,district A,cell_1,destinee,1,1.0,1.0,5.0,ferdie,3.0,0.0,15.0
1000,district A,cell_1,destinee,1,1.0,1.0,5.0,gamaliel,3.0,0.0,5.0
1001,district A,cell_1,destinee,1,1.0,1.0,5.0,gene,3.0,0.0,2.0
1002,district A,cell_1,destinee,1,1.0,1.0,5.0,destinee,1.0,1.0,38.0
1003,district A,cell_1,destinee,1,1.0,1.0,5.0,racheal,3.0,1.0,13.0
1004,district A,cell_2,horatio,1,1.0,1.0,6.0,horatio,1.0,0.0,36.0
1005,district A,cell_2,horatio,1,1.0,1.0,6.0,korey,3.0,0.0,10.0
1006,district A,cell_2,horatio,1,1.0,1.0,6.0,lemuel,3.0,0.0,5.0
1007,district A,cell_2,horatio,1,1.0,1.0,6.0,leyton,3.0,0.0,2.0
1008,district A,cell_2,horatio,1,1.0,1.0,6.0,b_n_dicte,2.0,1.0,36.0
1009,district A,cell_2,horatio,1,1.0,1.0,6.0,evaline,3.0,1.0,13.0
1010,district A,cell_1,lucien,1,1.0,1.0,5.0,lucien,1.0,0.0,47.0
1011,district A,cell_1,lucien,1,1.0,1.0,5.0,nathaniel,3.0,0.0,13.0
1012,district A,cell_1,lucien,1,1.0,1.0,5.0,evangeline,2.0,1.0,36.0
1013,district A,cell_1,lucien,1,1.0,1.0,5.0,caroline,3.0,1.0,9.0
1014,district A,cell_1,lucien,1,1.0,1.0,5.0,luanna,3.0,1.0,3.0
1015,district A,cell_1,dayo,1,1.0,1.0,4.0,rod,3.0,0.0,20.0
1016,district A,cell_1,dayo,1,1.0,1.0,4.0,dayo,1.0,1.0,53.0
1017,district A,cell_1,dayo,1,1.0,1.0,4.0,dorthy,10.0,1.0,25.0
1018,district A,cell_1,dayo,1,1.0,1.0,4.0,marylyn,5.0,1.0,1.0
1019,district A,cell_1,sharona,1,1.0,1.0,4.0,sharona,1.0,1.0,38.0
1020,district A,cell_1,sharona,1,1.0,1.0,4.0,lauraine,3.0,1.0,17.0
1021,district A,cell_1,sharona,1,1.0,1.0,4.0,anjelica,3.0,1.0,10.0
1022,district A,cell_1,sharona,1,1.0,1.0,4.0,jaime (2),3.0,1.0,4.0
1023,district A,cell_3,stephanie,1,1.0,1.0,7.0,zackary,3.0,0.0,26.0
1024,district A,cell_3,stephanie,1,1.0,1.0,7.0,amariah,5.0,0.0,14.0
1025,district A,cell_3,stephanie,1,1.0,1.0,7.0,asaph,5.0,0.0,12.0
1026,district A,cell_3,stephanie,1,1.0,1.0,7.0,eddy,5.0,0.0,4.0
1027,district A,cell_3,stephanie,1,1.0,1.0,7.0,fabian,5.0,0.0,2.0
1028,district A,cell_3,stephanie,1,1.0,1.0,7.0,stephanie,1.0,1.0,62.0
1029,district A,cell_3,stephanie,1,1.0,1.0,7.0,twila,10.0,1.0,21.0
1030,district A,cell_1,lucian,1,1.0,1.0,5.0,lucian,1.0,0.0,50.0
1031,district A,cell_1,lucian,1,1.0,1.0,5.0,philip,3.0,0.0,13.0
1032,district A,cell_1,lucian,1,1.0,1.0,5.0,uriel,3.0,0.0,2.0
1033,district A,cell_1,lucian,1,1.0,1.0,5.0,chantal,2.0,1.0,43.0
1034,district A,cell_1,lucian,1,1.0,1.0,5.0,patience,3.0,1.0,9.0
1035,district A,cell_1,hepzibah,1,1.0,1.0,2.0,vince,3.0,0.0,2.0
1036,district A,cell_1,hepzibah,1,1.0,1.0,2.0,hepzibah,1.0,1.0,25.0
1037,district A,cell_3,vita,1,1.0,1.0,3.0,basile,5.0,0.0,6.0
1038,district A,cell_3,vita,1,1.0,1.0,3.0,cree,5.0,0.0,2.0
1039,district A,cell_3,vita,1,1.0,1.0,3.0,vita,1.0,1.0,63.0
1040,district A,cell_2,rachyl,1,1.0,1.0,7.0,gervais,5.0,0.0,6.0
1041,district A,cell_2,rachyl,1,1.0,1.0,7.0,harding,5.0,0.0,4.0
1042,district A,cell_2,rachyl,1,1.0,1.0,7.0,joby,5.0,0.0,2.0
1043,district A,cell_2,rachyl,1,1.0,1.0,7.0,rachyl,1.0,1.0,59.0
1044,district A,cell_2,rachyl,1,1.0,1.0,7.0,liza,3.0,1.0,27.0
1045,district A,cell_2,rachyl,1,1.0,1.0,7.0,babirye,3.0,1.0,15.0
1046,district A,cell_2,rachyl,1,1.0,1.0,7.0,estelle,3.0,1.0,12.0
1047,district A,cell_2,noah (1),1,1.0,1.0,5.0,noah (1),1.0,0.0,50.0
1048,district A,cell_2,noah (1),1,1.0,1.0,5.0,noel,3.0,0.0,8.0
1049,district A,cell_2,noah (1),1,1.0,1.0,5.0,pearce,3.0,0.0,1.0
1050,district A,cell_2,noah (1),1,1.0,1.0,5.0,jada,2.0,1.0,29.0
1051,district A,cell_2,noah (1),1,1.0,1.0,5.0,dionne,3.0,1.0,6.0
1052,district A,cell_1,paula,1,1.0,1.0,4.0,paula,1.0,1.0,72.0
1053,district A,cell_1,paula,1,1.0,1.0,4.0,peg,3.0,1.0,34.0
1054,district A,cell_1,paula,1,1.0,1.0,4.0,chonsie,5.0,1.0,8.0
1055,district A,cell_1,paula,1,1.0,1.0,4.0,peace,5.0,1.0,3.0
1056,district A,cell_2,janis (2),1,1.0,1.0,8.0,russell,3.0,0.0,25.0
1057,district A,cell_2,janis (2),1,1.0,1.0,8.0,sebastian,5.0,0.0,7.0
1058,district A,cell_2,janis (2),1,1.0,1.0,8.0,william,5.0,0.0,3.0
1059,district A,cell_2,janis (2),1,1.0,1.0,8.0,janis (2),1.0,1.0,54.0
1060,district A,cell_2,janis (2),1,1.0,1.0,8.0,morgaine,3.0,1.0,34.0
1061,district A,cell_2,janis (2),1,1.0,1.0,8.0,edwina,3.0,1.0,18.0
1062,district A,cell_2,janis (2),1,1.0,1.0,8.0,leia,3.0,1.0,14.0
1063,district A,cell_2,janis (2),1,1.0,1.0,8.0,gaila,5.0,1.0,9.0
1064,district A,cell_1,laurette,1,1.0,1.0,4.0,woodrow,3.0,0.0,10.0
1065,district A,cell_1,laurette,1,1.0,1.0,4.0,laurette,1.0,1.0,31.0
1066,district A,cell_1,laurette,1,1.0,1.0,4.0,abigayle,3.0,1.0,4.0
1067,district A,cell_1,laurette,1,1.0,1.0,4.0,angelina,3.0,1.0,1.0
1068,district A,cell_1,eliezer,1,1.0,1.0,7.0,eliezer,1.0,0.0,37.0
1069,district A,cell_1,eliezer,1,1.0,1.0,7.0,enosh,3.0,0.0,13.0
1070,district A,cell_1,eliezer,1,1.0,1.0,7.0,f_lix,3.0,0.0,12.0
1071,district A,cell_1,eliezer,1,1.0,1.0,7.0,christabel,2.0,1.0,40.0
1072,district A,cell_1,eliezer,1,1.0,1.0,7.0,lissa,3.0,1.0,9.0
1073,district A,cell_1,eliezer,1,1.0,1.0,7.0,dulcie,3.0,1.0,2.0
1074,district A,cell_1,eliezer,1,1.0,1.0,7.0,ebba,3.0,1.0,2.0
1075,district A,cell_3,grier,1,1.0,1.0,4.0,grier,1.0,0.0,33.0
1076,district A,cell_3,grier,1,1.0,1.0,4.0,rosette,2.0,1.0,28.0
1077,district A,cell_3,grier,1,1.0,1.0,4.0,suzanna,3.0,1.0,2.0
1078,district A,cell_3,grier,1,1.0,1.0,4.0,ariana,0.0,1.0,7.0
1079,district A,cell_3,hardy,1,1.0,1.0,6.0,hardy,1.0,0.0,36.0
1080,district A,cell_3,hardy,1,1.0,1.0,6.0,jacques,3.0,0.0,9.0
1081,district A,cell_3,hardy,1,1.0,1.0,6.0,jairus,3.0,0.0,6.0
1082,district A,cell_3,hardy,1,1.0,1.0,6.0,johnie,3.0,0.0,4.0
1083,district A,cell_3,hardy,1,1.0,1.0,6.0,harmony,2.0,1.0,29.0
1084,district A,cell_3,hardy,1,1.0,1.0,6.0,lynette,3.0,1.0,2.0
1085,district A,cell_2,carry,1,1.0,1.0,6.0,josiah,2.0,0.0,35.0
1086,district A,cell_2,carry,1,1.0,1.0,6.0,korbin,3.0,0.0,10.0
1087,district A,cell_2,carry,1,1.0,1.0,6.0,moss,3.0,0.0,11.0
1088,district A,cell_2,carry,1,1.0,1.0,6.0,reg,3.0,0.0,0.0
1089,district A,cell_2,carry,1,1.0,1.0,6.0,carry,1.0,1.0,33.0
