,district,cell,household_head,find_hh,consent1,children_in_hh,hhmembers,name_hh_member,relation_to_hh_head,gender_hh_member,age_hh_member,name,age,gender
1742,district A,cell_3,racquel,1,1.0,1.0,5.0,hiram,5.0,0.0,1.0,hiram,1.0,0.0
1751,district A,cell_2,buck,1,1.0,1.0,5.0,bonita,5.0,1.0,2.0,bonita,2.0,1.0
1756,district A,cell_2,alyssia,1,1.0,1.0,5.0,catharine,5.0,1.0,1.0,catharine,1.0,1.0
1762,district A,cell_2,hollie,1,1.0,1.0,5.0,vere,3.0,0.0,2.0,vere,2.0,0.0
1768,district A,cell_3,gall,1,1.0,1.0,5.0,joab,3.0,0.0,2.0,joab,2.0,0.0
1773,district A,cell_1,marly,1,1.0,1.0,6.0,wilson,4.0,0.0,2.0,wilson,2.0,0.0
1780,district A,cell_1,cherish,1,1.0,1.0,5.0,sapphire,5.0,1.0,2.0,sapphire,2.0,1.0
1789,district A,cell_2,zacharie,1,1.0,1.0,9.0,cynthia,5.0,1.0,2.0,cynthia,2.0,1.0
1799,district A,cell_2,ken (1),1,1.0,1.0,5.0,quanna,3.0,1.0,2.0,quanna,2.0,1.0
1807,district A,cell_1,jayde,1,1.0,1.0,8.0,yejide,3.0,1.0,1.0,yejide,1.0,1.0
1813,district A,cell_3,caitlyn,1,1.0,1.0,6.0,kayleen,3.0,1.0,0.0,kayleen,0.0,1.0
1819,district A,cell_1,gord,1,1.0,1.0,4.0,audrea,3.0,1.0,1.0,audrea,1.0,1.0
1825,district A,cell_3,aaliyah,1,1.0,1.0,5.0,alf,5.0,0.0,2.0,alf,2.0,0.0
1846,district A,cell_2,abe,1,1.0,1.0,5.0,nadine,3.0,1.0,2.0,nadine,2.0,1.0
1853,district A,cell_1,annette,1,1.0,1.0,7.0,philis,3.0,1.0,0.0,philis,0.0,1.0
1857,district A,cell_2,lewella,1,1.0,1.0,4.0,almira,3.0,1.0,2.0,almira,2.0,1.0
1863,district A,cell_2,monte,1,1.0,1.0,6.0,kassy,0.0,1.0,1.0,kassy,1.0,1.0
1871,district A,cell_1,symphony,1,1.0,1.0,8.0,jolene,5.0,1.0,0.0,jolene,0.0,1.0
1874,district A,cell_2,lunete,1,1.0,1.0,8.0,elvin,13.0,0.0,0.0,elvin,0.0,0.0
1886,district A,cell_2,selwyn,1,1.0,1.0,7.0,lorna,3.0,1.0,2.0,lorna,2.0,1.0
1892,district A,cell_1,aim_,1,1.0,1.0,6.0,beth,5.0,1.0,0.0,beth,0.0,1.0
1894,district A,cell_2,baruch,1,1.0,1.0,7.0,billy,3.0,0.0,1.0,billy,1.0,0.0
1901,district A,cell_2,shari,1,1.0,1.0,2.0,lagina,5.0,1.0,2.0,lagina,2.0,1.0
1907,district A,cell_1,marise,1,1.0,1.0,3.0,carlisle,5.0,0.0,0.0,carlisle,0.0,0.0
1912,district A,cell_2,phillida,1,1.0,1.0,7.0,chip,5.0,0.0,0.0,chip,0.0,0.0
1917,district A,cell_1,lorraine,1,1.0,1.0,3.0,kwasi,5.0,0.0,2.0,kwasi,2.0,0.0
1921,district A,cell_3,dotty,1,1.0,1.0,3.0,larry,3.0,0.0,0.0,larry,0.0,0.0
1929,district A,cell_1,rian,1,1.0,1.0,7.0,art,3.0,0.0,1.0,art,1.0,0.0
1935,district A,cell_3,agnes,1,1.0,1.0,4.0,ciel,5.0,1.0,2.0,ciel,2.0,1.0
1943,district A,cell_2,driscoll,1,1.0,1.0,6.0,gaspard,3.0,0.0,0.0,gaspard,0.0,0.0
1955,district A,cell_2,bindy,1,1.0,1.0,4.0,myles,5.0,0.0,2.0,myles,2.0,0.0
1967,district A,cell_1,syd,1,1.0,1.0,9.0,jacquelyn,5.0,1.0,0.0,jacquelyn,0.0,1.0
1970,district A,cell_1,eustache,1,1.0,1.0,3.0,coline,3.0,1.0,1.0,coline,1.0,1.0
1977,district A,cell_3,folami,1,1.0,1.0,7.0,roseanne,3.0,1.0,1.0,roseanne,1.0,1.0
1985,district A,cell_1,gary,1,1.0,1.0,4.0,charissa,3.0,1.0,0.0,charissa,0.0,1.0
1990,district A,cell_2,jake,1,1.0,1.0,5.0,esm_e,3.0,1.0,0.0,esm_e,0.0,1.0
1992,district A,cell_2,melissa,1,1.0,1.0,5.0,j_r�me,5.0,0.0,0.0,j_r�me,0.0,0.0
2005,district A,cell_1,perry,1,1.0,1.0,7.0,angeline,3.0,1.0,0.0,angeline,0.0,1.0
2011,district A,cell_1,jenna,1,1.0,1.0,6.0,tryphena,3.0,1.0,2.0,tryphena,2.0,1.0
2017,district A,cell_3,derek,1,1.0,1.0,6.0,garret,3.0,0.0,1.0,garret,1.0,0.0
2025,district A,cell_1,ivory,1,1.0,1.0,5.0,githa,5.0,1.0,1.0,githa,1.0,1.0
2031,district A,cell_2,val_rie,1,1.0,1.0,6.0,jessamyn,5.0,1.0,1.0,jessamyn,1.0,1.0
2034,district A,cell_2,melva,1,1.0,1.0,3.0,rochelle,3.0,1.0,1.0,rochelle,1.0,1.0
2046,district A,cell_3,jillie,1,1.0,1.0,7.0,wren,5.0,1.0,1.0,wren,1.0,1.0
2053,district A,cell_1,olivie,1,1.0,1.0,7.0,sharla,3.0,1.0,1.0,sharla,1.0,1.0
2062,district A,cell_2,neville,1,1.0,1.0,7.0,clement,3.0,0.0,2.0,clement,2.0,0.0
2069,district A,cell_1,lanny,1,1.0,1.0,5.0,julienne,3.0,1.0,2.0,julienne,2.0,1.0
2076,district A,cell_3,antwan,1,1.0,1.0,7.0,julie,4.0,1.0,0.0,julie,0.0,1.0
2082,district A,cell_2,ir�ne,1,1.0,1.0,6.0,marcie,3.0,1.0,1.0,marcie,1.0,1.0
2088,district A,cell_3,toinette,1,1.0,1.0,6.0,deanne,5.0,1.0,2.0,deanne,2.0,1.0
2091,district A,cell_1,jodene,1,1.0,1.0,3.0,lorri,3.0,1.0,0.0,lorri,0.0,1.0
2097,district A,cell_1,zedekiah,1,1.0,1.0,6.0,allie,3.0,1.0,0.0,allie,0.0,1.0
2099,district A,cell_1,tiphanie,1,1.0,1.0,7.0,goddard,5.0,0.0,0.0,goddard,0.0,0.0
2109,district A,cell_2,judy,1,1.0,1.0,5.0,abigail,3.0,1.0,2.0,abigail,2.0,1.0
2116,district A,cell_3,ichabod,1,1.0,1.0,10.0,merrick,3.0,0.0,1.0,merrick,1.0,0.0
2122,district A,cell_1,sherah,1,1.0,1.0,5.0,ray,3.0,0.0,0.0,ray,0.0,0.0
2130,district A,cell_2,amy,1,1.0,1.0,6.0,isabell,5.0,1.0,2.0,isabell,2.0,1.0
2132,district A,cell_2,janey,1,1.0,1.0,5.0,shaun,3.0,0.0,0.0,shaun,0.0,0.0
2140,district A,cell_2,earl,1,1.0,1.0,5.0,clover,5.0,1.0,1.0,clover,1.0,1.0
2144,district A,cell_3,edie,1,1.0,1.0,8.0,zubin,5.0,0.0,0.0,zubin,0.0,0.0
2153,district A,cell_3,abihu,1,1.0,1.0,5.0,lisette,5.0,1.0,0.0,lisette,0.0,1.0
2157,district A,cell_3,maris,1,1.0,1.0,4.0,lorainne,5.0,1.0,0.0,lorainne,0.0,1.0
2161,district A,cell_3,randal,1,1.0,1.0,4.0,sallie,3.0,1.0,0.0,sallie,0.0,1.0
2163,district A,cell_2,tiara,1,1.0,1.0,6.0,tyrik,3.0,0.0,0.0,tyrik,0.0,0.0
2172,district A,cell_1,benedict,1,1.0,1.0,5.0,jos_e,3.0,1.0,0.0,jos_e,0.0,1.0
2189,district A,cell_1,leanna,1,1.0,1.0,7.0,eleanor,5.0,1.0,2.0,eleanor,2.0,1.0
